text,sentiment
❤️❤️❤️“: Our fleet's on fleek. ,neutral
" trying to change flight via DFW tomorrow, can't get thru on phone, long wait then cut off x2, can you help please?",negative
 now you change my gate and don't tell me? What the fuck is wrong with you people. Learn to do your fucken job,negative
" so going forward, I shouldn't be Flight Booking Problems Star Alliance flights through the United App?",neutral
 it takes a month?,negative
 LOST Kay Chapman Designs art-luggage for important show. Won't help locate it. Terrible customer service.,negative
 just texted me to say flight is delayed due to air traffic control. BS! They pulled the plane in Late Flight #lies,negative
 lost bag in Huston we leave for a Bahamas cruise today from #nola and had to buy all new stuff. Customer service is non existent,negative
 I think you should board from the back of the plane #whatstheholdup #CHItoCLE,negative
 DM'd you 4 hrs ago at your request. No response to be found .... just like my bag.,negative
" okay so anything using contactless EMV should work, just your internal testing and training is currently Apple Pay specific?",neutral
 my sister&amp;brother in law need to get to Florida desperately flying w/  is there anything you can do?,neutral
 sad experience today on 4663.  Family on Southwest direct to MCO. My loyalty to USAir = not vacationing with my boys today.,negative
 you are the worst airline in the world! From your crap website to your worthless app to your Late Flight flight. You SUCK! Just shut down.,negative
 Delay = Perfect time to learn Swift programming with ,negative
 Have a great week 🌞✈,positive
 I was on UA3782 and it was Cancelled Flightled. I'm waiting at customer service.,negative
 will I make it with the delay?,neutral
" grades for this trip:

Flight timeliness: 👎✈️
Cancelled Flightations: 👎😬
Customer Service: 👎😡
Flight attendants: 😊👏",negative
 24 hrs &amp; 2 cncld flights Late Flightr I've landed in PHL. Now 30 mins &amp; counting on tarmac waiting for gate. Pls do better than this.,negative
 u lost my bag and would not refund my bag fee? Does that make sense to you? And yes I already called cust svc. They said no.,negative
 I bein calling JetBlue no respond I leave my number no call back I think JetBlue is loosing a customer,negative
 I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!,negative
 I am following you now. I don't think I can DM until you follow me.,neutral
 Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?,neutral
" yeah I know that but that doesn't get me my money back does it, everytime I fly with you something bad happens.",negative
Jet BOOOO 🍅🍅🍅🍅 RT : Our fleet's on fleek. ,negative
 how do I get off my plane and wait over an hour and a half to speak to someone about reFlight Booking Problems?,negative
 Thank you. But it is sad that she couldn't talk 2 a REAL person &amp; kept getting disconnected by an automated msg.,negative
" can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights.",negative
 no response to DM or email yet.  customer service?,negative
" If there are any Imagine Dragons tickets left for tomorrow at 
 here in Utah I would love to go I am available! :)",neutral
 Flight #2390 delayed 14 hours!! No one at #AmericanAirlines counter can tell my husband that he will be on that flight! Help???,negative
 20 HS students from Ithaca NY stuck in Miami flts xld u won't rebook to get kids home use carrier alliance #rulesshouldbend,negative
 3 delays 2 Cancelled Flightlations a double layover and 72 hours Late Flightr....could I at least get extra dividend miles?,negative
" Will do, cheers",neutral
Stop this madness RT : Our fleet's on fleek. ,neutral
" is hiring - Flight Dispatcher - Chicago, IL (Network Operations Centerl) ",neutral
 yes still need assistance I don't have a flight home due to change in flight u made I miss all connections !,negative
 the folks at the Executive Platinum desk are great pros.  They understand my displeasure with change fees and switch to SW.,positive
" Joined Silver Preferred because I heard customer service was so great, pity I was misguided.",negative
 Salted or honey roasted? I vote to bring back the salted peanuts. I dread a year of the honey roasted!😖 ,neutral
 mechanical issue. Looks like they got it fixed! Thanks for your concern.,positive
 I would like the actual email address so I can follow up. thank you.,neutral
 never had an airline refuse to help sit parents with tiny kids. But this guy is willing to do it. #JetBlue ,negative
“: Our fleet's on fleek.  😒,neutral
 and  please get my plane together before I go to Jetblue,negative
 Case ID 8544484,negative
" Flight Cancelled Flightled due to ""weather conditions"" in arrival city. Uh...I don't think so.",negative
 you phone customer service team is bad. Think it is time for me to consider switching airlines.,negative
 PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs,negative
 how about some rampers at gate b40 dfw?   Waiting to be marshaled in,negative
 After 3 days NO BAGs amazing the way that you neglect customers,negative
", any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?",negative
" But why do people with no status get to buy an upgd at much less than cost ahead of premiers with earned ""confirmed"" certificates?",negative
" broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",negative
 yeehaw. You found us another plane.  Thx for listening to me vent.,positive
 Not surprised that you were the Fastest Responding US Brand on Twitter for Q2 + Q3 2014. Also 10th fastest in the world in Q3,positive
 My flight finally arrived in Charlotte.  They booked my luggage thru to lga but no room on flight for me.  What a mess,negative
 have been waiting for a call back for over two hours jan to die tomorrow at 6am Cancelled Flightled what are my options?,negative
 yes there is when you keep getting the same robotic answer.,negative
 how do I reserve my seat on the AA flight I transfer to from ORD to EVV?,neutral
 is non existent and I will take this as far as needed.Why hide behind a corporate logo? Provide a number #tcf #useless #amateur,negative
" love it, taking  on in their backyard! Consumers win when biz competes.",positive
 has the most ass backwards process for using credits on flights. even trying to get a hold of customer relations is impossible,negative
" finally made it to rep, who solved my problem.",positive
 I will.make sure to tell everyone I know about this all around horrible experience. I will also post it on my business page.,negative
" never flying #USAirways again. Horrible experience, terrible customer service.",negative
 how about you give us a number to call instead of the empty email since you are not working on it,negative
 kudos to the #RSW CS crew for re-routing PAX to alleviate Over sale due to down graded EQP 800 now 500,negative
 I can't tell/purchase through the website because they put us on a Lufthansa flight for the first leg.,negative
" thanks, already subscribe and have a RR Account. Had received a promo code last month but has since expired. Any new offers?",positive
 over two hours on hold to talk to an agent..then it disconnects me.  been trying for two days! Wtf! Hire some CSRs u make $ now,negative
" After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me.",positive
 Okay thank you,neutral
 no HUMAN contact for 2 mths from  cust relations or refund dept. If ever a problem do u have humans I can talk to?,negative
 can you please DM me? I have a question for you :),neutral
 thank you for following up!,positive
" seriously, all flights from Detroit to Dallas are Cancelled Flightled 2 days in a row. I want to get home &amp; see my wife &amp; kids.",negative
" so, I made it all the way to the airport, and they say they won’t fix the handle. I showed you this problem, and you said to go…?",negative
" need to learn operations. Sit a plane overnight at #gsp, and not realize there's a mech problem. Then delay flight 3 1/2 hours!",negative
"  ""here for you"" as in, yeah, we'll tweet platitudes at you so you'll think our Twitter bot cares? Or....",negative
 my flight was supposed to depart to Boston at 4:36 and now it's departing at 6:30 due to issues with finding a pilot. Thanks a lot!!,negative
 Thanks! I just sent a few DMs.,neutral
 spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least.,negative
  #UnitedAirlines  how long will1531 be delayed.,negative
 Its pretty ridiculous that at PHX sky harbor you have 4 (!) employees working check in on a SUNDAY afternoon. 30 min &amp; counting..,negative
 We've had a ton of problems with getting our bags and have been given the run around for a day. Whats up with that?,negative
" I'm sorry it's cold in chicago, but I don't see why that means it takes 45 minutes for my priority bag to show up on the carousel.",negative
 it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail,negative
" according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim",negative
 I need to talk with an actual person about missing luggage. Please advise on how to make that happen.,negative
" Flight Cancelled Flighted, two hours on hold. Then it just hangs up! A little help here? -thx",negative
" no consistency, #Denver agents say no standby with checked baggage citing FAA. Your website policy says otherwise. #time2switch",negative
 well perhaps you could highlight where that is stated.  We travel between Canada &amp; USA on United with only Nexus,negative
 your cabin 'thank you' message reminds people about having choices when they fly. I will be choosing another airline next time.,negative
 flying flight 3130 tonight at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!,neutral
 has the worst customer service out of any airline company. #dontflythem,negative
 Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site,neutral
" fight was delayed 3 hrs in MCO, now I'm stuck in Philly with a standby ticket, flight 4009. Solution needed.",negative
 My first call got dropped. Waited 15 mins for the second but ran out of time. Will try again Late Flightr. No way to do this online?,negative
   What is that!? Why even bother catering dog food that no one will eat ? ,negative
 What happened w/#19 from BOS-SAN? My mother is onboard &amp; the crew was evasive as to why they had to return to BOS the first time.,negative
" Thanks, have emailed them. How long should I expect for a response?",positive
  Definately not an award for employer of the year #united13,neutral
 Trying for 20 hrs to reach agent. Must make change that can't be done on web by 11:59 PST. Had to Cancelled Flight revs ystday.,negative
"  me after arriving at 8:41am for a flight scheduled to depart at 8:57am. doors closed, no agents",negative
" Cancelled Flightled flight, 50 person line and one agent helping to rebook. You could've handed this one better. ",negative
 you should really explain customer service to your gate agent for 1152 at C4. Couldn't be bothered.,negative
 had to rebook through Atlanta &amp; now drive to #Nashville. Had to pay ridiculous price difference. Bad weather good for business,negative
"“:  We don't want our customers to be frustrated. Thank you for your patience. ^JT” A lovely sentiment, but not a $180 one.",negative
" that's ok, just know that I'll most likely never book with you again",negative
 workin on it. Waiting on him to reply.,neutral
 THANK YOU for resolving the issue. On direct flight to sfo from ,positive
 flight 1025 JFK to TPA 8:05am on Saturday! One way ticket!,neutral
 they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them,negative
" I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#",neutral
 this is ridiculous #planebroken can't wait to board this one home 5 hours Late Flightr #neverontime #brutal #paymytab,negative
" planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!",positive
  the B gates are very far though,negative
 why did you book my hotel twice?!?! Ahhhhh,negative
 Tell me at what point will u realize u can't fly into DCA tonight- u Cancelled Flightled the 1pm when will u Cancelled Flight the 5:26,negative
 why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,negative
 Give Cyndi &amp; Troy each a gold star.,positive
 you have let me down! #oversold #earlybirdmeansnothing,negative
 I dunno my travel information.. like what?,neutral
 yes and our flight attendant (who is wonderful btw) secured the tray table so it's not flailing about. ,positive
" Been on hold for over 5 hours! I believe I was overcharged $200 for my flight, I need an immediate explanation. HELP",negative
“: Our fleet's on fleek.  Really Jet Blue? Lmao,neutral
 been on hold for an hour. I need to rebook my flight that was Cancelled Flighted! #help,negative
 been waiting on hold for more than an hour,negative
 Thank u! Did reach out to both and have not had a response yet. Lost and Found goes straight to VM.,negative
 So you Cancelled Flightled my flight AGAIN? are you paying for my hotel?!,negative
 Cancelled Flights arrivals &amp; departures in Nashville as of 5pm. That and more weather headlines @ 4pm #LiveOnFOX17 #FebruaryFreezeFox17,negative
 can you answer the phone so I can change my flight plans. Srsly.,negative
" are any flights leaving DC today? Flight was Cancelled Flightled, been on hold for over an hour.",negative
 thanks for the great customer service today! 👍👌,positive
 I've been trying to reach your customer service for TWO days. I have received zero response. Never traveling AA again.,negative
". just curious why you'd board a flight without a pilot. Seems crucial to the flight process, no?",negative
 Trying to rebook a flight with you because of Cancelled Flightlation is a nightmare.  I was hung up on once. Can you help me rebook?,negative
" 
Hello...My baggage has been lost in another city. Can anyone help me with this?",negative
 had me on hold foreverrrrrr,negative
" Clients got ZERO, in 32 years career never thought this was possible.2 suitcases worth thousands of $$ in Italian clothing robbed.",negative
 When will the flight resume? I don's see it in the open schedule. :/,negative
" you have my money, you change my flight, and don't answer your phones! Any other suggestions so I can make my commitment??",negative
. too much info to share via tweet. Please send me your name and contact info. Happy to supply you with images and CS rep names.,negative
 flight #211pilot spilled his tea on the radio! Yay for delays! Almost an hour now!,negative
" #PHL why does it take an hour to offload bags, especially after taking 30+ min to get a jetway to get off plane after landing?",negative
" #AmericanView
The view of Oregon from seat 31F, flight AA1469 2/22/15 ",neutral
". I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it.",negative
 we have been sitting on the plane for over an hour. unacceptable. you have a complete disregard for customer service.,negative
 Thanks. Took care of it. Issue was IVR was unclear and took too long to get a call-back option. Would love to see that fixed.,negative
 2 employee yelled at her. 3 employee stood with others whispering and pointing at her from behind counter,negative
" missed connection, wrong city, bags at Palm Springs, but not at hotel. I am seriously tired of being treated this way.",negative
"  How is this a real life response to a customer service issue? Seriously. Keep trying to call us. Eh, might work.",negative
 been dealing with multiple offices for the last 3 days. Youve completely lost me as a customer unless my bag is back to me.,negative
 flight 1946 out of clt this morning.  It's snowing here.  Should i head out to the airport?,neutral
 it was at JFK airport right now,neutral
" I have LITERALLY been on hold since 3am est.PlatinumEventually hung up &amp; again back on hold. Understand weather, but ridiculous.",negative
 I am But Your customer service is Brutal.,negative
 where is my bag?? I'm in Mexico about to go build a house &amp; my suitcase never got on my flight from CLE w me. I need it. SAN68059M,negative
 depart from where? It departed PHX and was due to land at DCA around 8pm.,negative
 stellar customer service. You have earned my business by your attention to detail.,positive
 #AmericanAirlines on approach to mex.... ,neutral
 From the air: Another missed cnxn 2day. ATC went on strike in Belize this AM. Now family &amp; I miss cnxn in EWR. Please see my DMs.,negative
 the lack of customer service is astounding  #2daysofhell,negative
" yes, Thx! At 10:35 (landed at 9:20).",positive
" Stopped flying  1 yr ago bc of aggressive policy on carryon  listening to pssngrs forced to chk,#notcomingback",negative
" yes, I was rebooked the next day (Weds). Thanks. Just upset that I lost 2 additional work days AND paid for my own hotel. #losing",negative
" Was on hold for 2 hours before you disconnected me after my flight was Cancelled Flightled. Swell company, you.",negative
 not sure why u call it customer care.  Should be customer we don't care,negative
 Was able to send the DM. All good now.,positive
" yes thanks I have never seen anything like this and I come to Yuma all the time, big disappointment. There are 40+ still waiting",negative
" flight Cancelled Flightled, stuck for 3 days. Paid for ""A"" boarding. Refused to honor it with rescheduled flight",negative
 just got on the 1pm in Newark home to LA. Your folks at EWR are incredible #letsgohome,positive
 what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.,negative
 I went from Sacramento to Minneapolis at the end of October 2014 in business class.,neutral
 Okay thanks if you could please update me. I was told at the airport someone would call me today but they haven't.,negative
" That is the height of rudeness, and without question the worst customer service I have ever experienced.",negative
 having to pay for a hotel room in Cleveland because of last minute Cancelled Flightled connecting flight. Booked through united..Unimpressed!,negative
 No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.,negative
 AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-,negative
" I think that flight was supposed to go to Houston as well, in case someone could check that?",neutral
" traveling w/ a rifle for a hunting trip, can a pistol be in the same large rifle case too? Wasn't clear in freq asked questions",neutral
 client is asking if kids need their own email addresses to get TB acct. Is this true?,neutral
" Rats, that's a bummer!",negative
" Got rebooked on AA.  One question though, do you automatically refund the check baggage fees for flight that was Cancelled Flightled?",negative
   You take to me places  simply can't...like non-stop to St. Lucia.,positive
 loses baggage a day ago and still has no idea or interest in finding it? ALL items for new job in that bag! Unacceptable.,negative
 been on hold to reserve award travel for over 1.5 hrs now. Anyone home?? Or is it a crazy weather issue? ,negative
 I have a reservation for tomorrow morning but trying to get back 2 night bc other flight was going to jfk. Can I get on list at CTG,neutral
 Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?,neutral
" please help! No bags, no way to get through to customer service since 8AM this morning! Help!!",negative
 plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible,negative
 that link is not helpful as it does not put me In touch with management,negative
" Lastly, for a company that's trying to put the love in flying it would be nice to have someone personally address my concerns.",negative
" horrible customer service, flying from Miami to Philadelphia, sent to Charlotte, now can't get out of Charlotte!",negative
 I have never been given a number for elite for usair. Only AA. I waited for 3 hours for an answer and by then my seat was gone.,negative
 You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins,negative
 thank you. Please follow and I will send.,neutral
 not to mention I now have to sit in the airport for 4 hours. You've ruined my trip. I am not happy and want compensation.,negative
? | RT : New airline expected to make its way to MEM ,neutral
"
You really know how to piss people off. Your Farelock option is fake!",negative
" my two coats were in that bag so i have been in france with no coat, walking around with a T shirt and one clean pair.(3)",negative
 this team added 30 mins on turnaround,negative
 I've DM'd you. Thanks!,positive
 my baggage is in shannon now so never mind u can work on giving me some $$$ back now,negative
 I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,positive
  I tried. 😔 It's okay,neutral
 I need a customer service manager to contact me please,neutral
 Is it customary to upgrade a flight attendant in uniform vs passengers? One is in 1B on flt 1020 now to IAH,negative
"  When did American Airlines start flying to and from Siberia? Wait, this is the USA? Oy!",neutral
" dropped off a luggage at IAD over 2 months ago for repair from damages haven't heard anything about it since, when do I get it back?",negative
 flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,negative
" u would think if u were going to Cancelled Flight my flight, you'd rebook our seats to something other than the last row. #usairwaysfail",negative
 we booked at the same time AND he called was told confirmed we were linked. Even after he had to make changes to his rez.,negative
 but question :  if the downgrade include losing first class do you get money back ? ,neutral
 is trying to strand us in Houston until tomorrow morning. pretty sure overFlight Booking Problems and maintenance aren't our fault.,negative
 - ok noted. All details will be DM'ed to you shortly.,neutral
" even if I was the single most unreasonable human being on planet earth, there is no excuse for his treatment of me.",negative
 I made it- thx.,positive
 Discovered our flight was Cancelled Flightled yesterday at 3:30PM -  finally notified us our flight was Cancelled Flighted at 0316 AM,negative
 customers aren't dumb. These revenue based programs will hurt everyone. Not gonna save money like you think,negative
 should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!,negative
 I look forward to hearing back and hope that my next trip will not be like this,negative
 any official word whether flight 3403 from BWI to Manchester is Cancelled Flightled? I've got an 8hr drive in snow if it is 😢,neutral
 the disappointment was not the bag but that it arrived before me and I was kept 12 hrs without options in IAH,negative
 That what I hoped - contacted them 3 wks ago about this but they have not responded and still issued in US funds. #frustrated,negative
  I have just checked in flight to SFO from LAX &amp; been told as Atlantic Flying Club Gold I get no benefits?!,negative
"Sorry for unfollowing, ",negative
 my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?,negative
" Already planning my local boycott for Washington, D.C. Area.",negative
 love traveling with Jetblue. Cant wait to go to Paris oui oui!!! NYC was awesomeee!,positive
 flight #3900 fro ORF to PHL.,neutral
 why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate,negative
" I was calling before I left, and as it turns out  answered their phones instead and they rebooked my USAir flight.",negative
", I'm expecting 400% reimbursement for the unprofessional decisions with US728 on 21 Feb. Check your very full complaint box.",negative
 how do we watch the oscars though right now?! No abc on flight :( #missingtheoscars,negative
 already missed connection... UA 495,negative
 Exciting times ahead! 😁🎉,positive
 rules.,positive
 what's the deal with the flight computer network?,negative
" flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",positive
 thank you!,positive
 Fuck you.,negative
 fl 249 to DFW is leaving Newark on time but is going to Nashville first.  Will I get stuck in Nashville?,neutral
